candidate_domain,candidate_skills,candidate_years_experience,candidate_education,cv_text,job_domain,job_skills,job_years_required,job_description,relevance_score
DevOps / Cloud,Prometheus;Docker;AWS;GCP;Bash;Infrastructure as Code;Linux;Vagrant;Ansible;Cloud Security;Kubernetes;Grafana,2,Bac+3 (Licence),"Sarra, Bac+3 (Licence), 2 ans d'expérience dans le domaine DevOps / Cloud. Compétences techniques maîtrisées : Prometheus, Docker, AWS, GCP, Bash, Infrastructure as Code, Linux, Vagrant, Ansible, Cloud Security, Kubernetes, Grafana. Domaine principal : DevOps / Cloud. Qualités personnelles : résolution de problèmes, rigueur, créativité.",DevOps / Cloud,Monitoring;Terraform;Kubernetes;GitLab CI;CI/CD;Infrastructure as Code;Nginx;GCP;Azure,1,"Poste ouvert dans le domaine DevOps / Cloud, 1 ans d'expérience minimum requis. Compétences requises : Monitoring, Terraform, Kubernetes, GitLab CI, CI/CD, Infrastructure as Code, Nginx, GCP, Azure. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",70.37
Design UI/UX,Design System;Motion Design;Tests utilisateurs;InVision;Photoshop;After Effects;Adobe XD;Sketch,4,Bac+5 (Master / Ingénieur),"Candidat motivé, 4 ans d'expérience en Design UI/UX, Bac+5 (Master / Ingénieur). Expérience professionnelle de 4 ans incluant l'utilisation de Design System, Motion Design, Tests utilisateurs, InVision, Photoshop, After Effects, Adobe XD, Sketch dans des projets Design UI/UX. Qualités personnelles : créativité, leadership, gestion du stress.",Design UI/UX,Illustrator;Tests utilisateurs;Prototypage;Motion Design;UI Design;Photoshop;Design System,2,"Nous recherchons un profil Design UI/UX justifiant d'au moins 2 ans d'expérience. Compétences requises : Illustrator, Tests utilisateurs, Prototypage, Motion Design, UI Design, Photoshop, Design System. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",78.97
Finance / Comptabilité,Fiscalité;Budgétisation;SAP;Modélisation financière;Gestion des risques financiers;Analyse financière;Excel avancé,5,Bac+5 (Master / Ingénieur),"Profil Finance / Comptabilité avec 5 ans d'expérience. Diplôme : Bac+5 (Master / Ingénieur). Compétences techniques maîtrisées : Fiscalité, Budgétisation, SAP, Modélisation financière, Gestion des risques financiers, Analyse financière, Excel avancé. Domaine principal : Finance / Comptabilité. Qualités personnelles : résolution de problèmes, esprit d'équipe, sens de l'organisation.",Cybersécurité,Gestion des risques;SIEM;Ethical Hacking;Kali Linux;SOC monitoring;IAM;Firewall,1,"Poste ouvert dans le domaine Cybersécurité, 1 ans d'expérience minimum requis. Compétences requises : Gestion des risques, SIEM, Ethical Hacking, Kali Linux, SOC monitoring, IAM, Firewall. Le candidat idéal maîtrise ces technologies et outils dans un contexte Cybersécurité.",45.37
DevOps / Cloud,Infrastructure as Code;Monitoring;Helm;Load Balancing;Prometheus;Azure;Bash;Nginx;Networking;GitLab CI;CI/CD,5,Doctorat (PhD),"Aziz, Doctorat (PhD), 5 ans d'expérience dans le domaine DevOps / Cloud. A travaillé pendant 5 ans sur des projets liés à DevOps / Cloud, en mettant en œuvre Infrastructure as Code, Monitoring, Helm, Load Balancing, Prometheus, Azure, Bash, Nginx, Networking, GitLab CI, CI/CD. Qualités personnelles : rigueur, esprit critique, gestion du stress.",DevOps / Cloud,Azure;Infrastructure as Code;Monitoring;Linux;Prometheus;Docker;AWS;Vagrant,2,"Nous recherchons un profil DevOps / Cloud justifiant d'au moins 2 ans d'expérience. Compétences requises : Azure, Infrastructure as Code, Monitoring, Linux, Prometheus, Docker, AWS, Vagrant. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",71.74
Réseaux / Systèmes,Active Directory;Virtualisation;Windows Server;DHCP;Linux;VMware;DNS;Cisco;Switching;Sécurité réseau;Routage;PowerShell,2,Bac+3 (Licence),"Candidat motivé, 2 ans d'expérience en Réseaux / Systèmes, Bac+3 (Licence). A travaillé pendant 2 ans sur des projets liés à Réseaux / Systèmes, en mettant en œuvre Active Directory, Virtualisation, Windows Server, DHCP, Linux, VMware, DNS, Cisco, Switching, Sécurité réseau, Routage, PowerShell. Qualités personnelles : résolution de problèmes, sens de l'organisation, gestion du stress.",Réseaux / Systèmes,Routage;PowerShell;DHCP;Virtualisation;Linux;VMware;Windows Server,7,"Nous recherchons un profil Réseaux / Systèmes justifiant d'au moins 7 ans d'expérience. Compétences requises : Routage, PowerShell, DHCP, Virtualisation, Linux, VMware, Windows Server. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",60.99
Développement Logiciel,REST API;CI/CD;TypeScript;Express;Kafka;Microservices;Docker,4,Bac+2 (BTS/DUT),"Candidat motivé, 4 ans d'expérience en Développement Logiciel, Bac+2 (BTS/DUT). Compétences techniques maîtrisées : REST API, CI/CD, TypeScript, Express, Kafka, Microservices, Docker. Domaine principal : Développement Logiciel. Qualités personnelles : autonomie, curiosité, leadership.",Développement Logiciel,GraphQL;Docker;MySQL;Microservices;RabbitMQ;Java;JUnit;Angular;Gradle,2,"Offre d'emploi : spécialiste Développement Logiciel, expérience minimale de 2 ans. Compétences requises : GraphQL, Docker, MySQL, Microservices, RabbitMQ, Java, JUnit, Angular, Gradle. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",60.53
Data Science / Intelligence Artificielle,SQL;Pandas;Data Visualization;TensorFlow;NLP;Power BI;Tableau;ETL;Spark,6,Bac+2 (BTS/DUT),"Dorra, Bac+2 (BTS/DUT), 6 ans d'expérience dans le domaine Data Science / Intelligence Artificielle. Expérience professionnelle de 6 ans incluant l'utilisation de SQL, Pandas, Data Visualization, TensorFlow, NLP, Power BI, Tableau, ETL, Spark dans des projets Data Science / Intelligence Artificielle. Qualités personnelles : gestion du stress, sens de l'organisation, créativité.",Data Science / Intelligence Artificielle,A/B Testing;Computer Vision;Keras;R;Deep Learning;PyTorch;SQL;TensorFlow;NumPy,2,"Nous recherchons un profil Data Science / Intelligence Artificielle justifiant d'au moins 2 ans d'expérience. Compétences requises : A/B Testing, Computer Vision, Keras, R, Deep Learning, PyTorch, SQL, TensorFlow, NumPy. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",57.75
DevOps / Cloud,Infrastructure as Code;Monitoring;Prometheus;Terraform;Nginx;Vagrant,2,Bac+3 (Licence),"Candidat motivé, 2 ans d'expérience en DevOps / Cloud, Bac+3 (Licence). Expérience professionnelle de 2 ans incluant l'utilisation de Infrastructure as Code, Monitoring, Prometheus, Terraform, Nginx, Vagrant dans des projets DevOps / Cloud. Qualités personnelles : autonomie, curiosité, gestion du stress.",Développement Logiciel,JUnit;Kafka;Java;Kubernetes;JavaScript;Angular;GraphQL;CI/CD;Git;MongoDB,3,"Poste ouvert dans le domaine Développement Logiciel, 3 ans d'expérience minimum requis. Compétences requises : JUnit, Kafka, Java, Kubernetes, JavaScript, Angular, GraphQL, CI/CD, Git, MongoDB. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",34.42
Ressources Humaines,Workday;SIRH;Droit du travail;Recrutement,4,Doctorat (PhD),"Slim - Doctorat (PhD) - 4 années d'expérience professionnelle en Ressources Humaines. A travaillé pendant 4 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Workday, SIRH, Droit du travail, Recrutement. Qualités personnelles : sens de l'organisation, créativité, curiosité.",Ressources Humaines,Marque employeur;Gestion des talents;Droit du travail;Entretien annuel,2,"Offre d'emploi : spécialiste Ressources Humaines, expérience minimale de 2 ans. Compétences requises : Marque employeur, Gestion des talents, Droit du travail, Entretien annuel. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",63.21
Développement Logiciel,Kubernetes;PostgreSQL;Spring;Design Patterns;Git,0,Doctorat (PhD),"Molka, Doctorat (PhD), 0 ans d'expérience dans le domaine Développement Logiciel. Expérience professionnelle de 0 ans incluant l'utilisation de Kubernetes, PostgreSQL, Spring, Design Patterns, Git dans des projets Développement Logiciel. Qualités personnelles : communication, rigueur, esprit critique.",Finance / Comptabilité,Consolidation;Trésorerie;Reporting financier;Budgétisation;Contrôle de gestion;Modélisation financière;Power BI;Excel avancé;Gestion des risques financiers;Analyse financière,0,"Offre d'emploi : spécialiste Finance / Comptabilité, expérience minimale de 0 ans. Compétences requises : Consolidation, Trésorerie, Reporting financier, Budgétisation, Contrôle de gestion, Modélisation financière, Power BI, Excel avancé, Gestion des risques financiers, Analyse financière. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",47.0
Marketing Digital,Marketing Automation;Facebook Ads;Réseaux sociaux;CRM;HubSpot;SEA;Google Ads;Email Marketing,4,Bac+5 (Master / Ingénieur),"Anis - Bac+5 (Master / Ingénieur) - 4 années d'expérience professionnelle en Marketing Digital. Compétences techniques maîtrisées : Marketing Automation, Facebook Ads, Réseaux sociaux, CRM, HubSpot, SEA, Google Ads, Email Marketing. Domaine principal : Marketing Digital. Qualités personnelles : autonomie, curiosité, rigueur.",Marketing Digital,Copywriting;Branding;Community Management;HubSpot;Email Marketing;Facebook Ads,1,"Offre d'emploi : spécialiste Marketing Digital, expérience minimale de 1 ans. Compétences requises : Copywriting, Branding, Community Management, HubSpot, Email Marketing, Facebook Ads. Le candidat idéal maîtrise ces technologies et outils dans un contexte Marketing Digital.",72.89
Design UI/UX,UX Writing;User Research;UI Design;Prototypage;Design System,4,Doctorat (PhD),"Sami - Doctorat (PhD) - 4 années d'expérience professionnelle en Design UI/UX. Compétences techniques maîtrisées : UX Writing, User Research, UI Design, Prototypage, Design System. Domaine principal : Design UI/UX. Qualités personnelles : esprit d'équipe, communication, sens de l'organisation.",Design UI/UX,UI Design;Sketch;UX Writing;User Research;Wireframing;Photoshop;InVision;After Effects;Design System,2,"Poste ouvert dans le domaine Design UI/UX, 2 ans d'expérience minimum requis. Compétences requises : UI Design, Sketch, UX Writing, User Research, Wireframing, Photoshop, InVision, After Effects, Design System. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",75.82
Design UI/UX,Adobe XD;After Effects;Motion Design;Accessibilité;UX Writing;Design System;Figma;InVision;Sketch,2,Bac+3 (Licence),"Ines, Bac+3 (Licence), 2 ans d'expérience dans le domaine Design UI/UX. Expérience professionnelle de 2 ans incluant l'utilisation de Adobe XD, After Effects, Motion Design, Accessibilité, UX Writing, Design System, Figma, InVision, Sketch dans des projets Design UI/UX. Qualités personnelles : rigueur, autonomie, adaptabilité.",Design UI/UX,Sketch;UI Design;Illustrator;Adobe XD;Prototypage;Accessibilité,7,"Nous recherchons un profil Design UI/UX justifiant d'au moins 7 ans d'expérience. Compétences requises : Sketch, UI Design, Illustrator, Adobe XD, Prototypage, Accessibilité. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",37.65
Développement Logiciel,TypeScript;JUnit;Python;Java;Angular;Kubernetes;Spring;JavaScript;MySQL;React,4,Bac+5 (Master / Ingénieur),"Candidat motivé, 4 ans d'expérience en Développement Logiciel, Bac+5 (Master / Ingénieur). A travaillé pendant 4 ans sur des projets liés à Développement Logiciel, en mettant en œuvre TypeScript, JUnit, Python, Java, Angular, Kubernetes, Spring, JavaScript, MySQL, React. Qualités personnelles : esprit d'équipe, gestion du stress, communication.",Ressources Humaines,Paie;Onboarding;Gestion des talents;SIRH;GPEC;Relations sociales;Formation professionnelle;Recrutement;Entretien annuel,2,"Poste ouvert dans le domaine Ressources Humaines, 2 ans d'expérience minimum requis. Compétences requises : Paie, Onboarding, Gestion des talents, SIRH, GPEC, Relations sociales, Formation professionnelle, Recrutement, Entretien annuel. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",43.59
Design UI/UX,Illustrator;Sketch;User Research;Tests utilisateurs;Figma;Design Thinking,6,Doctorat (PhD),"Candidat motivé, 6 ans d'expérience en Design UI/UX, Doctorat (PhD). Expérience professionnelle de 6 ans incluant l'utilisation de Illustrator, Sketch, User Research, Tests utilisateurs, Figma, Design Thinking dans des projets Design UI/UX. Qualités personnelles : curiosité, rigueur, autonomie.",Réseaux / Systèmes,TCP/IP;Linux;Sécurité réseau;Active Directory;Switching;Supervision réseau;DNS;Virtualisation;PowerShell;Routage,1,"Nous recherchons un profil Réseaux / Systèmes justifiant d'au moins 1 ans d'expérience. Compétences requises : TCP/IP, Linux, Sécurité réseau, Active Directory, Switching, Supervision réseau, DNS, Virtualisation, PowerShell, Routage. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",43.14
Design UI/UX,Figma;Tests utilisateurs;Photoshop;User Research;Motion Design;Design Thinking;InVision;Wireframing,5,Bac+2 (BTS/DUT),"Sami, Bac+2 (BTS/DUT), 5 ans d'expérience dans le domaine Design UI/UX. A travaillé pendant 5 ans sur des projets liés à Design UI/UX, en mettant en œuvre Figma, Tests utilisateurs, Photoshop, User Research, Motion Design, Design Thinking, InVision, Wireframing. Qualités personnelles : sens de l'organisation, leadership, communication.",Design UI/UX,Sketch;Figma;Prototypage;InVision;After Effects;Wireframing;Tests utilisateurs;UI Design;Design Thinking,5,"Offre d'emploi : spécialiste Design UI/UX, expérience minimale de 5 ans. Compétences requises : Sketch, Figma, Prototypage, InVision, After Effects, Wireframing, Tests utilisateurs, UI Design, Design Thinking. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",83.94
DevOps / Cloud,Ansible;Azure;Networking;Monitoring;Load Balancing;CI/CD;Prometheus;Vagrant,6,Bac+2 (BTS/DUT),"Bilel, Bac+2 (BTS/DUT), 6 ans d'expérience dans le domaine DevOps / Cloud. Compétences techniques maîtrisées : Ansible, Azure, Networking, Monitoring, Load Balancing, CI/CD, Prometheus, Vagrant. Domaine principal : DevOps / Cloud. Qualités personnelles : résolution de problèmes, curiosité, créativité.",DevOps / Cloud,CI/CD;GCP;Load Balancing;Ansible,1,"Offre d'emploi : spécialiste DevOps / Cloud, expérience minimale de 1 ans. Compétences requises : CI/CD, GCP, Load Balancing, Ansible. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",84.51
Marketing Digital,SEA;Google Analytics;Facebook Ads;Email Marketing;Community Management;Copywriting;Marketing Automation,4,Bac+2 (BTS/DUT),"Emna - Bac+2 (BTS/DUT) - 4 années d'expérience professionnelle en Marketing Digital. Compétences techniques maîtrisées : SEA, Google Analytics, Facebook Ads, Email Marketing, Community Management, Copywriting, Marketing Automation. Domaine principal : Marketing Digital. Qualités personnelles : curiosité, esprit critique, autonomie.",Marketing Digital,Réseaux sociaux;Growth Hacking;SEO;Google Ads;Copywriting;Content Marketing;CRM;Marketing Automation;Facebook Ads,1,"Poste ouvert dans le domaine Marketing Digital, 1 ans d'expérience minimum requis. Compétences requises : Réseaux sociaux, Growth Hacking, SEO, Google Ads, Copywriting, Content Marketing, CRM, Marketing Automation, Facebook Ads. Le candidat idéal maîtrise ces technologies et outils dans un contexte Marketing Digital.",73.35
